Id,Nombre,Razon_social,Clase_actividad,Estrato,Tipo_vialidad,Calle,Num_Exterior,Num_Interior,Colonia,CP,Ubicacion,Telefono,Correo_e,Sitio_internet,Tipo,Longitud,Latitud,CentroComercial,TipoCentroComercial,NumLocal,tipo_corredor_industrial,nom_corredor_industrial,numero_local
672902,HOJALATERÍA Y PINTURA DE AUTOMÓVILES Y CAMIONES,,Hojalatería y pintura de automóviles y camiones,0 a 5 personas,AVENIDA,ACUEDUCTO DE GUADALUPE,826,0,RESIDENCIAL ZACATENCO,07369,"GUSTAVO A. MADERO, Gustavo A. Madero, CIUDAD DE MÉXICO",,,,Fijo,-99.12284779,19.50773644,,,,,,
646440,HOJALATERÍA Y PINTURA DE AUTOMÓVILES Y CAMIONES,,Hojalatería y pintura de automóviles y camiones,0 a 5 personas,EJE VIAL,6 SUR (TRABAJADORAS SOCIALES ),376,,MAGDALENA ATLAZOLPA,09410,"IZTAPALAPA, Iztapalapa, CIUDAD DE MÉXICO",,,,Fijo,-99.10887183,19.37362171,,,,,,
662991,HOJALATERÍA Y PINTURA DE AUTOMÓVILES Y CAMIONES SIN NOMBRE,,Hojalatería y pintura de automóviles y camiones,0 a 5 personas,CALLE,NORTE 3,247,,FEDERAL,15700,"VENUSTIANO CARRANZA, Venustiano Carranza, CIUDAD DE MÉXICO",,,,Fijo,-99.09070763,19.42342350,,,,,,
718284,HOJALATERÍA Y PINTURA DE AUTOMÓVILES Y CAMIONES SIN NOMBRE,,Hojalatería y pintura de automóviles y camiones,0 a 5 personas,CALLE,ORIENTE 217,388,0,REAL DEL MORAL,09010,"IZTAPALAPA, Iztapalapa, CIUDAD DE MÉXICO",,,,Fijo,-99.08426888,19.39112974,,,,,,
905723,HOJALATERÍA Y PINTURA DE AUTOMÓVILES Y CAMIONES SIN NOMBRE,,Hojalatería y pintura de automóviles y camiones,0 a 5 personas,AVENIDA,PASEO DEL RIO,137,0,BARRIO OXTOPULCO,04318,"COYOACÁN, Coyoacán, CIUDAD DE MÉXICO",5563166016,,,Fijo,-99.18346569,19.34420098,,,,,,
853001,INSTRACTOCAMIONES AGUIRRE,,Reparación mecánica en general de automóviles y camiones,11 a 30 personas,CALLE,BOULEVARD PICACHO AJUSCO,307,,LA PRIMAVERA,14270,"TLALPAN, Tlalpan, CIUDAD DE MÉXICO",5556307663,TECAAGUIRRE@HOTMAIL.COM,,Fijo,-99.20643756,19.27351572,,,,,,
793903,LAVADO Y LUBRICADO DE AUTOMÓVILES Y CAMIONES,,Lavado y lubricado de automóviles y camiones,0 a 5 personas,EJE VIAL,2 ORIENTE (CALZADA DE LA VIGA),892,,SANTA CRUZ,08910,"IZTACALCO, Iztacalco, CIUDAD DE MÉXICO",,,,Fijo,-99.12200700,19.38838888,,,,,,
755494,OTROS SERVICIOS DE REPARACIÓN Y MANTENIMIENTO DE AUTOMÓVILES Y CAMIONES,AUDIO SHOT ,Otros servicios de reparación y mantenimiento de automóviles y camiones,0 a 5 personas,CALLE,FERNANDO IGLESIAS CALDERON,119,,JARDIN BALBUENA,15900,"VENUSTIANO CARRANZA, Venustiano Carranza, CIUDAD DE MÉXICO",26123293,,WWW.AUDIOSHOT.COM.MX,Fijo,-99.10659664,19.41220066,,,,,,
769917,PREDIO DE CAMIONES Y CARROS DE BASURA CABEZA DE JUÁREZ,GOBIERNO DE LA CIUDAD DE MEXICO ,Regulación y fomento de actividades para mejorar y preservar el medio ambiente,11 a 30 personas,AVENIDA,GUELATAO,,,CABEZA DE JUAREZ,09227,"IZTAPALAPA, Iztapalapa, CIUDAD DE MÉXICO",5575566822,,,Fijo,-99.03852088,19.38385649,,,,,,
839501,RECTIFICACIÓN DE PARTES DE MOTOR DE AUTOMÓVILES Y CAMIONES,,Rectificación de partes de motor de automóviles y camiones,0 a 5 personas,CALLE,ZACAHUITZCO,154,0,BARRIO DE SAN LORENZO,09900,"IZTAPALAPA, Iztapalapa, CIUDAD DE MÉXICO",,FANNYMART1122@HOTMAIL.COM,,Fijo,-99.07004067,19.30171068,,,,,,
919913,REFACCIONES PARA AUTOS Y CAMIONES SANTOYO,,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",0 a 5 personas,CALLE,FRESNO,1,,SAN JOSE DE LOS CEDRODS,05200,"CUAJIMALPA DE MORELOS, Cuajimalpa de Morelos, CIUDAD DE MÉXICO",,,,Fijo,-99.29279092,19.36941935,,,,,,
928638,REPARACIÓN DE AUTOS Y CAMIONES BONILLA,TRANSMISIONES BONILLA ,Reparación mecánica en general de automóviles y camiones,0 a 5 personas,CALLE,COMUNAL,49,,PUEBLO SAN BARTOLO AMEYALCO,01800,"ÁLVARO OBREGÓN, Álvaro Obregón, CIUDAD DE MÉXICO",5539374454,,,Fijo,-99.27823060,19.32670802,,,,,,
676199,REPARACIÓN DE CAMIONES,,Reparación mecánica en general de automóviles y camiones,0 a 5 personas,AVENIDA,INSTITUTO POLITECNICO NACIONAL,4713,,TLACAMACA,07380,"GUSTAVO A. MADERO, Gustavo A. Madero, CIUDAD DE MÉXICO",,,,Fijo,-99.13727394,19.47240342,,,,,,
880492,REPARACIÓN DEL SISTEMA ELÉCTRICO DE AUTOMÓVILES Y CAMIONES,,Reparación del sistema eléctrico de automóviles y camiones,0 a 5 personas,CALLE,MOCTEZUMA,231,,BUENAVISTA,06350,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.14995782,19.44479450,,,,,,
640130,REPARACIÓN MECÁNICA EN GENERAL DE AUTOMÓVILES Y CAMIONES,,Reparación mecánica en general de automóviles y camiones,0 a 5 personas,CALLE,JARDINEROS,107,,MORELOS,15270,"VENUSTIANO CARRANZA, Venustiano Carranza, CIUDAD DE MÉXICO",5540437001,,,Fijo,-99.11667501,19.44193690,,,,,,
762519,REPARACIÓN MECÁNICA EN GENERAL DE AUTOMÓVILES Y CAMIONES,,Reparación mecánica en general de automóviles y camiones,0 a 5 personas,CALLE,DANXHO,125,0,IRRIGACION,11500,"MIGUEL HIDALGO, Miguel Hidalgo, CIUDAD DE MÉXICO",,HUMBERTONUO367@GMAIL.COM,,Fijo,-99.20536393,19.44271526,,,,,,
860005,REPARACIÓN MECÁNICA EN GENERAL DE AUTOMÓVILES Y CAMIONES,,Reparación mecánica en general de automóviles y camiones,0 a 5 personas,CALLE,REAL MADRID,43,,ARBOLEDAS DEL SUR,14376,"TLALPAN, Tlalpan, CIUDAD DE MÉXICO",5556718708,,,Fijo,-99.13593189,19.29261754,,,,,,
741112,REPARACIÓN MECÁNICA EN GENERAL DE AUTOMÓVILES Y CAMIONES,,Reparación mecánica en general de automóviles y camiones,0 a 5 personas,CALLE,TABACHIN,34,,ARENAL,02980,"AZCAPOTZALCO, Azcapotzalco, CIUDAD DE MÉXICO",,,,Fijo,-99.15444655,19.46423283,,,,,,
646512,REPARACIÓN MECÁNICA EN GENERAL DE AUTOMÓVILES Y CAMIONES,,Reparación mecánica en general de automóviles y camiones,0 a 5 personas,CALLE,VICENTE GUERRERO,45,,APATLACO,09430,"IZTAPALAPA, Iztapalapa, CIUDAD DE MÉXICO",,,,Fijo,-99.11457442,19.37803405,,,,,,
778605,REPARACIÓN MECÁNICA EN GENERAL DE AUTOMÓVILES Y CAMIONES,,Reparación mecánica en general de automóviles y camiones,0 a 5 personas,CALLE,IÑARRUTI FLORES,,,ALVARO OBREGON,09230,"IZTAPALAPA, Iztapalapa, CIUDAD DE MÉXICO",5522589681,,,Fijo,-99.03787235,19.37169455,,,,,,
792942,REPARACIÓN MECÁNICA EN GENERAL DE AUTOMÓVILES Y CAMIONES,,Reparación mecánica en general de automóviles y camiones,0 a 5 personas,AVENIDA,HERMINIO CHAVARRIA,615,,SANTA MARIA AZTAHUACÁN,09500,"IZTAPALAPA, Iztapalapa, CIUDAD DE MÉXICO",5525752730,,,Fijo,-99.03718242,19.35658436,,,,,,
815110,REPARACIÓN MECÁNICA EN GENERAL DE AUTOMÓVILES Y CAMIONES,,Reparación mecánica en general de automóviles y camiones,0 a 5 personas,CALLE,COMETA,3,,COLONIA,09640,"IZTAPALAPA, Iztapalapa, CIUDAD DE MÉXICO",,,,Fijo,-99.00872499,19.33830408,,,,,,
874079,REPARACIÓN MECÁNICA EN GENERAL DE AUTOMÓVILES Y CAMIONES,,Reparación mecánica en general de automóviles y camiones,0 a 5 personas,CALLE,LORENZO BOTURINI,93,,OBRERA,06800,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",5555788443,LLANTISERVICIO_MARVIT@YAHOO.COM,,Fijo,-99.13879419,19.41832898,,,,,,
790124,REPARACIÓN MECÁNICA EN GENERAL DE AUTOMÓVILES Y CAMIONES EL CHINO,,Reparación mecánica en general de automóviles y camiones,0 a 5 personas,CALLE,ORIENTE 87,2437,,EMILIANO ZAPATA,07889,"GUSTAVO A. MADERO, Gustavo A. Madero, CIUDAD DE MÉXICO",,,,Fijo,-99.11919079,19.46058383,,,,,,
915906,REPARACIÓN MECÁNICA EN GENERAL DE AUTOMÓVILES Y CAMIONES SIN NOMBRE,,Reparación mecánica en general de automóviles y camiones,0 a 5 personas,CALLE,CORREGIDORA,169,,MIGUEL HIDALGO,14000,"TLALPAN, Tlalpan, CIUDAD DE MÉXICO",5555287912,,,Fijo,-99.18612658,19.28545399,,,,,,
906702,REPARACIÓN MECÁNICA EN GENERAL DE AUTOMÓVILES Y CAMIONES SIN NOMBRE,,Reparación mecánica en general de automóviles y camiones,0 a 5 personas,AVENIDA,JACARANDAS,67,,CIUDAD JARDIN,04370,"COYOACÁN, Coyoacán, CIUDAD DE MÉXICO",5539406548,,,Fijo,-99.14542147,19.33479647,,,,,,
679353,REPARACIÓN MECÁNICA EN GENERAL DE AUTOMÓVILES Y CAMIONES SIN NOMBRE,,Reparación mecánica en general de automóviles y camiones,0 a 5 personas,CALLE,307,707,0,NUEVA ATZACOALCO,07420,"GUSTAVO A. MADERO, Gustavo A. Madero, CIUDAD DE MÉXICO",,,,Fijo,-99.08664826,19.50169043,,,,,,
708652,REPARACIÓN MECÁNICA EN GENERAL DE AUTOMÓVILES Y CAMIONES SIN NOMBRE,,Reparación mecánica en general de automóviles y camiones,0 a 5 personas,CALLE,SUR 8,26,,AGRICOLA ORIENTAL,08500,"IZTACALCO, Iztacalco, CIUDAD DE MÉXICO",5540585725,,,Fijo,-99.08079660,19.40174474,,,,,,
635479,TALLER DE CAMIONES,,Reparación mecánica en general de automóviles y camiones,0 a 5 personas,AVENIDA,JUVENTINO ROSAS (VENUSTIANO CARRANZA),241,,VALLE DE MADERO,07190,"GUSTAVO A. MADERO, Gustavo A. Madero, CIUDAD DE MÉXICO",5526510343,,,Fijo,-99.13679064,19.55062110,,,,,,
682121,TALLER DE EMBOBINADO,REPARACION DE SISTEMA ELECTRICO DE AUTOMOVILES Y CAMIONES ,Rectificación de partes de motor de automóviles y camiones,0 a 5 personas,CALLE,GENERAL FRANCISCO SARABIA,0,0,PROVIDENCIA,02440,"AZCAPOTZALCO, Azcapotzalco, CIUDAD DE MÉXICO",,,,Fijo,-99.20682375,19.48992053,,,,,,
803414,TAPICERIA PARA AUTOS Y CAMIONES,,Reparación de tapicería de muebles para el hogar,0 a 5 personas,EJE VIAL,8 SUR (CALZADA ERMITA IZTAPALAPA),25,,PRIMERA AMPLIACION SANTIAGO ACAHUALTEPEC,09608,"IZTAPALAPA, Iztapalapa, CIUDAD DE MÉXICO",,,,Fijo,-99.01119615,19.35379752,,,,,,
823816,TRACTO CAMIONES Y SERVICIOS DE IZTAPALAPA,TRACTO CAMIONES Y SERVICIOS DE IZTAPALAPA SA DE CV,Hojalatería y pintura de automóviles y camiones,11 a 30 personas,AVENIDA,11,170,0,EL VERGEL,09880,"IZTAPALAPA, Iztapalapa, CIUDAD DE MÉXICO",,TRACTOCAMIONES@LIVE.COM.MX,,Fijo,-99.08463285,19.31686551,,,,,,
